,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
354,Color,Tony Scott,316.0,98.0,12000.0,1000.0,Rosario Dawson,18000.0,Action|Thriller,Denzel Washington,Unstoppable ,149947,25780,Ethan Suplee,1.0,freight train|race against time|runaway train|train|train engineer,http://www.imdb.com/title/tt0477080/?ref_=fn_tt_tt_1,326.0,English,USA,PG-13,100000000.0,2010.0,3000.0,6.8,2.35,18000,81557479.0
2925,Color,John Badham,84.0,114.0,139.0,793.0,Barry Corbin,2000.0,Sci-Fi|Thriller,Matthew Broderick,WarGames ,71842,4537,Ally Sheedy,0.0,computer|game|high school|norad|teenager,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,152.0,English,USA,PG,12000000.0,1983.0,883.0,7.1,1.85,0,79568000.0
4121,Color,Kate Connor,8.0,100.0,27.0,847.0,Eric Stoltz,1000.0,Drama|History|War,Johnny Pacar,Fort McCoy ,266,4374,Brendan Fehr,1.0,,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,8.0,English,USA,R,3000000.0,2011.0,902.0,5.9,,348,73678.0
1748,Color,F. Gary Gray,349.0,167.0,473.0,303.0,Neil Brown Jr.,559.0,Biography|Crime|Drama|History|Music,Aldis Hodge,Straight Outta Compton ,119928,2702,R. Marcos Taylor,0.0,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331.0,English,USA,R,28000000.0,2015.0,427.0,7.9,2.35,76000,161029270.0
4044,Color,Mike Mills,261.0,105.0,101.0,157.0,Lou Taylor Pucci,1000.0,Comedy|Drama|Romance,Goran Visnjic,Beginners ,73349,2016,Mary Page Keller,4.0,actress|cancer|death|french|gay relationship,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,142.0,English,USA,R,3200000.0,2010.0,394.0,7.2,1.85,15000,5776314.0
154,Color,Alessandro Carloni,210.0,95.0,5.0,967.0,Angelina Jolie Pitt,24000.0,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,Kung Fu Panda 3 ,64322,36095,Wayne Knight,0.0,china|kung fu|panda|pig|village,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145.0,English,USA,PG,145000000.0,2016.0,11000.0,7.2,2.35,24000,143523463.0
641,Color,Ridley Scott,238.0,128.0,0.0,135.0,Simon McBurney,29000.0,Action|Drama|Thriller,Leonardo DiCaprio,Body of Lies ,174248,29824,Michael Gaston,1.0,cia|jordan|middle east|spy|terrorist,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,263.0,English,USA,R,70000000.0,2008.0,149.0,7.1,2.35,0,39380442.0
1201,Color,Robert Zemeckis,111.0,118.0,0.0,690.0,Jeffrey Weissman,1000.0,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III ,283480,3986,Thomas F. Wilson,0.0,band|dog|letter|time machine|tombstone,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,263.0,English,USA,PG,40000000.0,1990.0,869.0,7.4,1.37,0,87666629.0
798,Color,Rod Lurie,110.0,131.0,37.0,507.0,Delroy Lindo,968.0,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,3.0,colonel|general|military|prison|three star general,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,281.0,English,USA,R,60000000.0,2001.0,848.0,6.9,2.35,0,18208078.0
3096,Color,Lee Daniels,323.0,109.0,304.0,736.0,Gabourey Sidibe,939.0,Drama,Mo'Nique,Precious ,86956,3276,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,USA,R,10000000.0,2009.0,906.0,7.3,1.85,12000,47536959.0
2068,Color,Fred Durst,47.0,94.0,258.0,424.0,Dash Mihok,721.0,Biography|Comedy|Drama|Family|Sport,Tasha Smith,The Longshots ,3174,2453,Garrett Morris,2.0,absent father|american football|based on true story|middle school,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,19.0,English,USA,PG,23000000.0,2008.0,463.0,5.1,2.35,376,11508423.0
3265,Color,Gary Sherman,66.0,98.0,17.0,770.0,Heather O'Rourke,1000.0,Horror|Thriller,Tom Skerritt,Poltergeist III ,13190,3827,Zelda Rubinstein,0.0,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,114.0,English,USA,PG-13,10500000.0,1988.0,887.0,4.5,1.85,616,14114488.0
4214,Color,Mike Judge,121.0,84.0,406.0,233.0,Patrick Fischler,586.0,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,Idiocracy ,108052,1490,David Herman,0.0,experiment|future|hibernation|stupidity|top secret,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,434.0,English,USA,R,,2006.0,497.0,6.6,1.85,79000,438653.0
562,Color,M. Night Shyamalan,294.0,106.0,0.0,963.0,Bruce Willis,18000.0,Drama|Mystery|Sci-Fi|Thriller,Robin Wright,Unbreakable ,245152,33645,Michael Kelly,0.0,child with gun|comic book|invulnerability|superhero|train crash,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344.0,English,USA,PG-13,75000000.0,2000.0,13000.0,7.2,2.35,0,94999143.0
4364,Color,Vera Farmiga,68.0,109.0,0.0,186.0,Bill Irwin,553.0,Drama,Donna Murphy,Higher Ground ,2603,1439,Michael Chernus,0.0,1960s|belief in the afterlife|domestic violence|faith|minister,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,34.0,English,USA,R,,2011.0,471.0,6.3,1.85,952,841206.0
2845,Color,Gil Junger,133.0,97.0,19.0,835.0,Heath Ledger,23000.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You ,222099,37907,Andrew Keegan,6.0,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549.0,English,USA,PG-13,16000000.0,1999.0,13000.0,7.2,1.85,10000,38176108.0
2694, Black and White,Irwin Winkler,119.0,125.0,34.0,65.0,Keith Allen,427.0,Biography|Drama|Music|Musical,Kevin McNally,De-Lovely ,9649,729,Sandra Nelson,7.0,cole porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226.0,English,USA,PG-13,20000000.0,2004.0,66.0,6.6,2.35,1000,13337299.0
3723,Color,Maurice Joyce,28.0,77.0,0.0,73.0,Constance Shulman,2000.0,Animation|Comedy|Family,Frank Welker,Doug's 1st Movie ,2448,2908,Alice Playten,1.0,dance|friend|monster|reference to batman|valentine,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,18.0,English,USA,G,5000000.0,1999.0,804.0,5.0,1.33,122,19421271.0
2279, Black and White,Walter Hill,64.0,94.0,394.0,565.0,Wes Studi,922.0,Action|Crime|Drama|Sport,Fisher Stevens,Undisputed ,21542,2880,Jon Seda,2.0,boxing|fight|heavyweight champion|iceman|prison,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88.0,English,USA,R,20000000.0,2002.0,855.0,6.1,2.35,977,12398628.0
1808,Color,Sanaa Hamri,73.0,119.0,43.0,523.0,Blythe Danner,953.0,Comedy|Drama|Family|Romance,America Ferrera,The Sisterhood of the Traveling Pants 2 ,22304,3525,Michael Rady,4.0,actor|drawing|friendship|pregnancy|turkey,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,33.0,English,USA,PG-13,,2008.0,713.0,6.2,1.85,894,44087387.0
930,Color,Cameron Crowe,109.0,139.0,488.0,597.0,Kelly Preston,10000.0,Comedy|Drama|Romance|Sport,Tom Cruise,Jerry Maguire ,189923,12182,Bonnie Hunt,0.0,agent|career|client|fiance|sports agent,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,318.0,English,USA,R,50000000.0,1996.0,743.0,7.3,1.85,0,153620822.0
1428,Color,John Lee Hancock,405.0,125.0,102.0,825.0,Ruth Wilson,15000.0,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,117719,19809,B.J. Novak,2.0,author|disney|loss of father|reference to walt disney|suppression of emotion,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306.0,English,USA,PG-13,35000000.0,2013.0,2000.0,7.5,2.35,39000,83299761.0
337,Color,Peter Jackson,308.0,135.0,0.0,310.0,AJ Michalka,873.0,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,125109,2370,Tom McCarthy,1.0,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593.0,English,USA,PG-13,65000000.0,2009.0,560.0,6.7,2.35,16000,43982842.0
1240,Color,David Koepp,195.0,96.0,192.0,501.0,Charles S. Dutton,40000.0,Mystery|Thriller,Johnny Depp,Secret Window ,147504,41293,Timothy Hutton,1.0,adultery|extramarital affair|infidelity|unfaithfulness|writer,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531.0,English,USA,PG-13,40000000.0,2004.0,534.0,6.6,2.35,0,47781388.0
585,Color,Rob Cohen,191.0,132.0,357.0,212.0,Eve,14000.0,Action|Adventure|Thriller,Vin Diesel,xXx ,142569,14790,Leila Arcieri,0.0,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737.0,English,USA,PG-13,70000000.0,2002.0,223.0,5.8,2.35,10000,141204016.0
137,Color,David Yates,248.0,110.0,282.0,103.0,Alexander Skarsgård,11000.0,Action|Adventure|Drama|Romance,Christoph Waltz,The Legend of Tarzan ,42372,21175,Casper Crump,2.0,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000,124051759.0
425,Color,Jon Amiel,149.0,135.0,36.0,106.0,Tchéky Karyo,894.0,Action|Adventure|Sci-Fi|Thriller,Glenn Morshower,The Core ,77029,1439,Rekha Sharma,0.0,core|earth|natural disaster|pacemaker|scientist,http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1,466.0,English,USA,PG-13,60000000.0,2003.0,345.0,5.4,2.35,0,31111260.0
4816,Color,Henry Alex Rubin,110.0,88.0,30.0,0.0,Joe Bishop,15.0,Documentary|Sport,Mark Zupan,Murderball ,9037,15,Andy Cohn,1.0,paralympics|quad rugby|rugby|team|wheelchair,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70.0,English,USA,R,1750211.0,2005.0,0.0,7.8,1.85,0,1523883.0
4602,Color,Benjamin Dickinson,36.0,97.0,4.0,150.0,Alexia Rasmussen,446.0,Drama|Sci-Fi,Nora Zehetner,Creative Control ,1048,928,Meredith Hagner,1.0,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7.0,English,USA,R,1000000.0,2015.0,171.0,5.5,2.39,793,62480.0
649,Color,Scott Waugh,327.0,132.0,76.0,464.0,Dominic Cooper,3000.0,Action|Crime|Drama|Thriller,Rami Malek,Need for Speed ,136954,7081,Ramon Rodriguez,1.0,cross country|custom car|illegal street racing|police officer crushed|street racing,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,346.0,English,USA,PG-13,66000000.0,2014.0,3000.0,6.5,2.35,32000,43568507.0
2278,Color,Gore Verbinski,156.0,102.0,563.0,385.0,Hope Davis,12000.0,Comedy|Drama,Nicolas Cage,The Weather Man ,69172,13156,Michael Rispoli,1.0,corndog|failure|funeral in the rain|new york city|weatherman,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316.0,English,USA,R,22000000.0,2005.0,442.0,6.6,1.85,0,12469811.0
653,Color,Steven Spielberg,538.0,150.0,14000.0,655.0,Hal Holbrook,23000.0,Biography|Drama|History|War,Joseph Gordon-Levitt,Lincoln ,197412,25517,Bruce McGill,0.0,cultural conflict|politics|president|slavery|u.s. president,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,720.0,English,USA,PG-13,65000000.0,2012.0,826.0,7.4,2.35,71000,182204440.0
2404,Color,Kirk Jones,156.0,94.0,52.0,261.0,Louis Mandylor,567.0,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,2259,Joey Fatone,10.0,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,18000000.0,2016.0,312.0,6.1,2.35,19000,59573085.0
592,Color,Clark Johnson,144.0,117.0,69.0,1000.0,Josh Charles,10000.0,Action|Adventure|Crime|Thriller,Jeremy Renner,S.W.A.T. ,119807,14486,LL Cool J,1.0,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340.0,English,USA,PG-13,80000000.0,2003.0,1000.0,6.0,2.35,0,116643346.0
4484,Color,Steven Soderbergh,58.0,100.0,0.0,65.0,Laura San Giacomo,828.0,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",37785,1431,Steven Brill,2.0,affair|interview|marriage|sex|videotape,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95.0,English,USA,R,1200000.0,1989.0,531.0,7.2,1.85,2000,24741700.0
3479,Color,Robert Rodriguez,93.0,104.0,0.0,4000.0,Steve Buscemi,16000.0,Action|Crime|Thriller,Quentin Tarantino,Desperado ,138707,33758,Salma Hayek,0.0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,202.0,English,USA,R,7000000.0,1995.0,12000.0,7.2,1.85,0,25625110.0
1177,Color,Curtis Hanson,119.0,110.0,161.0,196.0,Omar Benson Miller,1000.0,Drama|Music,Mekhi Phifer,8 Mile ,187181,1954,Evan Jones,0.0,competition|contest|friend|self expression|white rapper,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,564.0,English,USA,R,41000000.0,2002.0,418.0,7.0,2.35,0,116724075.0
908,Color,Robert Rodriguez,250.0,189.0,0.0,1000.0,Rosario Dawson,16000.0,Action|Horror|Thriller,Quentin Tarantino,Grindhouse ,155496,22186,Zoë Bell,0.0,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,532.0,English,USA,R,53000000.0,2007.0,3000.0,7.6,2.35,0,25031037.0
3998,Color,Edward Burns,43.0,96.0,0.0,111.0,Frank Vincent,385.0,Comedy|Drama|Romance,John Mahoney,She's the One ,13949,995,Michael McGlone,2.0,claim in title|infidelity|irish american|love|sex,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,98.0,English,USA,R,3500000.0,1996.0,356.0,6.1,1.85,453,9449219.0
3280,Color,Norman Jewison,66.0,181.0,278.0,51.0,Paul Michael Glaser,402.0,Drama|Family|Musical|Romance,Topol,Fiddler on the Roof ,29839,934,Rosalind Harris,0.0,immigration|jewish|pogrom|tradition|tradition versus modernity,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,150.0,English,USA,G,9000000.0,1971.0,343.0,8.0,2.35,0,50000000.0
2805,Color,Tony Goldwyn,47.0,107.0,956.0,113.0,Julie Kavner,10000.0,Drama,Viggo Mortensen,A Walk on the Moon ,6782,10368,Tovah Feldshuh,1.0,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114.0,English,USA,R,14000000.0,1999.0,233.0,6.6,1.85,860,4741987.0
2174,Color,Steve McQueen,597.0,134.0,0.0,500.0,Scoot McNairy,2000.0,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave ,439176,4251,Taran Killam,0.0,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695.0,English,USA,R,20000000.0,2013.0,660.0,8.1,2.35,83000,56667870.0
1118,Color,Harold Ramis,43.0,117.0,11000.0,451.0,Brian Doyle-Murray,905.0,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,24757,2348,Obba Babatundé,0.0,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,45000000.0,1996.0,484.0,6.0,2.35,0,20101861.0
3102,Color,Stephen Herek,22.0,100.0,65.0,577.0,Shaun Weiss,633.0,Comedy|Drama|Family|Sport,Lane Smith,The Mighty Ducks ,44502,3362,Elden Henson,8.0,coach|hockey team|lawyer|respect|team,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46.0,English,USA,PG,10000000.0,1992.0,613.0,6.4,1.85,0,50752337.0
2859,Color,Spike Jonze,242.0,112.0,0.0,213.0,Orson Bean,512.0,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich ,254404,1171,Mary Kay Place,2.0,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840.0,English,USA,R,13000000.0,1999.0,216.0,7.8,1.85,0,22858926.0
665,Color,Renny Harlin,74.0,124.0,212.0,369.0,Leon,13000.0,Action|Adventure|Thriller,Sylvester Stallone,Cliffhanger ,96096,15229,Janine Turner,1.0,money|mountain|rocky mountains|snow|suitcase,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,172.0,English,USA,R,70000000.0,1993.0,730.0,6.4,2.35,0,84049211.0
1377,Color,Charles Martin Smith,131.0,113.0,188.0,631.0,Michael Roark,11000.0,Drama|Family,Morgan Freeman,Dolphin Tale ,17948,14209,Harry Connick Jr.,5.0,boy|dolphin|prosthetics|tail|trap,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86.0,English,USA,PG,37000000.0,2011.0,680.0,6.9,1.85,0,72279690.0
2884,Color,Stephen Chbosky,364.0,102.0,139.0,850.0,Ezra Miller,8000.0,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,351274,13631,Kate Walsh,2.0,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,457.0,English,USA,PG-13,13000000.0,2012.0,3000.0,8.0,1.85,131000,17738570.0
272, Black and White,Michael Mann,174.0,165.0,0.0,780.0,Jada Pinkett Smith,10000.0,Biography|Drama|Sport,Will Smith,Ali ,79186,14196,Joe Morton,1.0,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,386.0,English,USA,R,107000000.0,2001.0,851.0,6.8,2.35,0,58183966.0
1132,Color,Mike Newell,115.0,139.0,179.0,50.0,Giovanna Mezzogiorno,267.0,Drama|Romance,Marcela Mar,Love in the Time of Cholera ,19114,538,Unax Ugalde,0.0,19th century|colombia|love|marriage|widow,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,115.0,English,USA,R,45000000.0,2007.0,202.0,6.4,2.35,0,4584886.0
398,Color,Paul Greengrass,239.0,108.0,521.0,129.0,Joan Allen,13000.0,Action|Mystery|Thriller,Matt Damon,The Bourne Supremacy ,348232,14161,Oksana Akinshina,1.0,assassin|car chase|cia|hidden truth|one against many,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,806.0,English,USA,PG-13,75000000.0,2004.0,805.0,7.8,2.35,0,176049130.0
2776,Color,Jamie Blanks,101.0,99.0,9.0,648.0,Loretta Devine,975.0,Horror|Mystery|Thriller,Alicia Witt,Urban Legend ,47814,3500,Julian Richings,4.0,campus|death|friend|professor|urban legend,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426.0,English,USA,R,14000000.0,1998.0,912.0,5.5,2.35,0,38048637.0
93,Color,Dean DeBlois,288.0,98.0,255.0,759.0,America Ferrera,18000.0,Adventure|Animation|Family|Fantasy,Gerard Butler,How to Train Your Dragon ,485430,20453,Craig Ferguson,0.0,dragon|island|training|viking|village,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492.0,English,USA,PG,165000000.0,2010.0,953.0,8.2,2.35,33000,217387997.0
4361,Color,Benh Zeitlin,663.0,93.0,188.0,168.0,Gina Montana,2000.0,Drama|Fantasy,Quvenzhané Wallis,Beasts of the Southern Wild ,70336,2658,Dwight Henry,0.0,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,269.0,English,USA,PG-13,1800000.0,2012.0,458.0,7.3,1.85,31000,12784397.0
221,Color,Wolfgang Petersen,231.0,130.0,249.0,461.0,Mary Elizabeth Mastrantonio,784.0,Action|Adventure|Drama|Thriller,Karen Allen,The Perfect Storm ,133076,2684,Bob Gunton,0.0,death|fish|fishing|sea|storm,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779.0,English,USA,PG-13,140000000.0,2000.0,638.0,6.4,2.35,0,182618434.0
2977,Color,Darnell Martin,81.0,109.0,67.0,192.0,Veronika Dash,436.0,Biography|Drama|Music,Cedric the Entertainer,Cadillac Records ,15412,1141,Tammy Blanchard,3.0,1950s|jazz|jazz music|sex|title directed by female,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,90.0,English,USA,R,12000000.0,2008.0,223.0,7.0,2.35,0,8134217.0
923,Color,Bobby Farrelly,155.0,116.0,101.0,79.0,Tony Cox,889.0,Comedy,Robert Forster,"Me, Myself & Irene ",185878,1711,Rob Moran,1.0,dissociative identity disorder|limousine|multiple personality|police|rhode island,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,481.0,English,USA,R,51000000.0,2000.0,624.0,6.5,1.85,0,90567722.0
639,Color,Michael Mann,209.0,157.0,0.0,680.0,Rip Torn,14000.0,Biography|Drama|Thriller,Al Pacino,The Insider ,133526,18216,Debi Mazar,1.0,cbs|cbs news|research|tobacco|whistleblower,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,521.0,English,USA,R,68000000.0,1999.0,826.0,7.9,2.35,0,28965197.0
1095,Color,John Lasseter,117.0,95.0,487.0,1000.0,Madeline Kahn,18000.0,Adventure|Animation|Comedy|Family|Fantasy,Kevin Spacey,A Bug's Life ,211226,24205,John Ratzenberger,0.0,ant|circus|grasshopper|misunderstanding|overhearing,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,317.0,English,USA,G,120000000.0,1998.0,1000.0,7.2,2.35,0,162792677.0
1311,Color,Gary Fleder,83.0,102.0,39.0,259.0,Mekhi Phifer,1000.0,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,19986,2664,Tim Guinee,4.0,alien|android|bomb|future|weapon,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,USA,R,40000000.0,2001.0,1000.0,6.2,1.85,892,6114237.0
2416,Color,Paul Greengrass,279.0,111.0,521.0,64.0,David Alan Basche,97.0,Drama|History|Thriller,Christian Clemenson,United 93 ,83374,313,Susan Blommaert,0.0,flight|passenger|plane|september 11 2001|terrorist,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828.0,English,USA,R,15000000.0,2006.0,68.0,7.6,2.35,0,31471430.0
2358,Color,Harold Becker,43.0,113.0,17.0,551.0,Michael O'Neill,14000.0,Crime|Drama|Mystery|Thriller,Al Pacino,Sea of Love ,30213,15914,Ellen Barkin,1.0,detective|love|single|suspect|title from song,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,112.0,English,USA,R,19000000.0,1989.0,599.0,6.8,1.85,0,58571513.0
2262,Color,Catherine Hardwicke,350.0,122.0,308.0,10000.0,Taylor Lautner,17000.0,Drama|Fantasy|Romance,Kristen Stewart,Twilight ,348010,44061,Anna Kendrick,1.0,blood|high school|love|school|vampire,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,PG-13,37000000.0,2008.0,12000.0,5.2,2.35,19000,191449475.0
632,Color,Frank Oz,141.0,124.0,0.0,580.0,Marlon Brando,22000.0,Crime|Drama|Thriller,Robert De Niro,The Score ,101899,32871,Gary Farmer,0.0,partner|running|scepter|surveillance|thief,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,445.0,English,USA,R,68000000.0,2001.0,10000.0,6.8,2.35,0,71069884.0
559,Color,David Pastor,130.0,84.0,10.0,394.0,Kiernan Shipka,3000.0,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,Carriers ,35510,4368,Lou Taylor Pucci,0.0,beach|disease|latex gloves|pandemic|virus,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,,2009.0,552.0,6.0,2.35,0,90820.0
3898,Color,Rob Cohen,149.0,91.0,357.0,326.0,Hill Harper,3000.0,Mystery|Thriller,Ryan Guzman,The Boy Next Door ,27198,4807,Adam Hicks,1.0,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,131.0,English,USA,R,4000000.0,2015.0,465.0,4.6,2.35,8000,35385560.0
